,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST
0,2DJX,C,06 21 2024,00381 070,6.9301,3957
1,2DJX,P,06 21 2024,00381 070,0.4787,3957
2,2DJX,C,06 21 2024,00382 140,5.9926,2356
3,2DJX,P,06 21 2024,00382 140,0.6097,2356
4,2DJX,C,06 21 2024,00383 800,4.6085,560
5,2DJX,P,06 21 2024,00383 800,0.8834,560
6,2DJX,C,06 21 2024,00384 030,4.4249,5888
7,2DJX,P,06 21 2024,00384 030,0.9295,5888
8,2DJX,C,06 21 2024,00384 070,4.3932,1962
9,2DJX,P,06 21 2024,00384 070,0.9377,1962
10,2DJX,C,06 21 2024,00384 380,4.1499,654
11,2DJX,P,06 21 2024,00384 380,1.0040,654
12,2DJX,C,06 21 2024,00385 450,3.3725,5201
13,2DJX,P,06 21 2024,00385 450,1.2952,5201
14,2DJX,C,06 21 2024,00386 300,2.8346,7776
15,2DJX,P,06 21 2024,00386 300,1.6062,7776
16,2DJX,C,06 21 2024,00386 640,2.6334,1682
17,2DJX,P,06 21 2024,00386 640,1.7446,1682
18,2DJX,C,06 21 2024,00386 810,2.5360,777
19,2DJX,P,06 21 2024,00386 810,1.8169,777
20,2DJX,C,06 21 2024,00388 090,1.8697,2580
21,2DJX,P,06 21 2024,00388 090,2.4289,2580
22,2DJX,C,06 21 2024,00388 550,1.6598,2579
23,2DJX,P,06 21 2024,00388 550,2.6784,2579
24,2DJX,C,06 21 2024,00389 070,1.4415,1030
25,2DJX,P,06 21 2024,00389 070,2.9794,1030
26,2DJX,C,06 21 2024,00389 110,1.4255,1030
27,2DJX,P,06 21 2024,00389 110,3.0034,1030
28,2DJX,C,06 21 2024,00389 390,1.3169,771
29,2DJX,P,06 21 2024,00389 390,3.1744,771
30,2DJX,C,06 21 2024,00389 800,1.1682,386
31,2DJX,P,06 21 2024,00389 800,3.4352,386
32,2DJX,C,06 21 2024,00390 100,1.0689,1286
33,2DJX,P,06 21 2024,00390 100,3.6354,1286
34,2DJX,C,06 21 2024,00390 310,1.0057,513
35,2DJX,P,06 21 2024,00390 310,3.7820,513
36,2DJX,C,06 21 2024,00390 500,0.9510,900
37,2DJX,P,06 21 2024,00390 500,3.9170,900
38,2DJX,C,06 21 2024,00391 000,0.8177,3840
39,2DJX,P,06 21 2024,00391 000,4.2831,3840
40,2DJX,C,06 21 2024,00391 160,0.7783,2587
41,2DJX,P,06 21 2024,00391 160,4.4034,2587
42,2DJX,C,06 21 2024,00392 730,0.4649,12888
43,2DJX,P,06 21 2024,00392 730,5.6580,12888
44,2DJX,C,06 21 2024,00392 820,0.4506,8375
45,2DJX,P,06 21 2024,00392 820,5.7336,8375
46,2DJX,C,06 21 2024,00393 000,0.4231,79
47,2DJX,P,06 21 2024,00393 000,5.8859,79
48,2DJX,C,06 21 2024,00393 300,0.3804,3860
49,2DJX,P,06 21 2024,00393 300,6.1427,3860
50,2DJX,C,06 21 2024,00393 310,0.3790,643
51,2DJX,P,06 21 2024,00393 310,6.1513,643
52,2DJX,C,06 21 2024,00395 010,0.1996,2920
53,2DJX,P,06 21 2024,00395 010,7.6697,2920
54,2DJX,C,06 21 2024,00395 130,0.1955,512
55,2DJX,P,06 21 2024,00395 130,7.7854,512
56,2DJX,C,06 21 2024,00395 250,0.1914,2536
57,2DJX,P,06 21 2024,00395 250,7.9012,2536
58,2DJX,C,06 21 2024,00397 000,0.1414,285
59,2DJX,P,06 21 2024,00397 000,9.5988,285
60,2DJX,C,06 21 2024,00400 300,0.0760,1379
61,2DJX,P,06 21 2024,00400 300,12.8290,1379
62,2DJX,C,09 20 2024,00363 890,29.3552,4245
63,2DJX,P,09 20 2024,00363 890,2.1114,4245
64,2DJX,C,09 20 2024,00389 530,9.3985,5201
65,2DJX,P,09 20 2024,00389 530,7.4208,5201
66,2DJX,C,09 20 2024,00390 390,8.8946,7776
67,2DJX,P,09 20 2024,00390 390,7.7644,7776
68,2DJX,C,09 20 2024,00392 190,7.9151,2580
69,2DJX,P,09 20 2024,00392 190,8.5585,2580
70,2DJX,C,09 20 2024,00392 650,7.6743,2579
71,2DJX,P,09 20 2024,00392 650,8.7710,2579
72,2DJX,C,09 20 2024,00395 160,6.4304,3840
73,2DJX,P,09 20 2024,00395 160,10.0006,3840
74,2DJX,C,10 18 2024,00400 000,6.5175,1000
75,2DJX,C,10 18 2024,00400 010,6.5132,1000
76,2DJX,C,11 15 2024,00400 000,8.4783,1000
77,2DJX,C,11 15 2024,00400 010,8.4738,2000
78,2DJX,C,12 20 2024,00240 470,151.3978,1173
79,2DJX,P,12 20 2024,00240 470,0.6086,1173
80,2DJX,C,12 20 2024,00251 150,141.0596,940
81,2DJX,P,12 20 2024,00251 150,0.6604,940
82,2DJX,C,12 20 2024,00261 010,131.5152,910
83,2DJX,P,12 20 2024,00261 010,0.7083,910
84,2DJX,C,12 20 2024,00262 810,129.7728,360
85,2DJX,P,12 20 2024,00262 810,0.7170,360
86,2DJX,C,12 20 2024,00264 120,128.5047,1700
87,2DJX,P,12 20 2024,00264 120,0.7234,1700
88,2DJX,C,12 20 2024,00265 310,127.3528,1614
89,2DJX,P,12 20 2024,00265 310,0.7291,1614
90,2DJX,C,12 20 2024,00265 890,126.7914,893
91,2DJX,P,12 20 2024,00265 890,0.7320,893
92,2DJX,C,12 20 2024,00266 520,126.1816,579
93,2DJX,P,12 20 2024,00266 520,0.7350,579
94,2DJX,C,12 20 2024,00268 000,124.7490,1062
95,2DJX,P,12 20 2024,00268 000,0.7422,1062
96,2DJX,C,12 20 2024,00270 260,122.5613,1100
97,2DJX,P,12 20 2024,00270 260,0.7532,1100
98,2DJX,C,12 20 2024,00270 910,121.9321,2113
99,2DJX,P,12 20 2024,00270 910,0.7564,2113
100,2DJX,C,12 20 2024,00271 050,121.7966,1233
101,2DJX,P,12 20 2024,00271 050,0.7571,1233
102,2DJX,C,12 20 2024,00271 080,121.7676,528
103,2DJX,P,12 20 2024,00271 080,0.7572,528
104,2DJX,C,12 20 2024,00271 750,121.1190,1078
105,2DJX,P,12 20 2024,00271 750,0.7605,1078
106,2DJX,C,12 20 2024,00273 520,119.4057,715
107,2DJX,P,12 20 2024,00273 520,0.7691,715
108,2DJX,C,12 20 2024,00276 520,116.5018,1721
109,2DJX,P,12 20 2024,00276 520,0.7837,1721
110,2DJX,C,12 20 2024,00280 540,112.6106,1738
111,2DJX,P,12 20 2024,00280 540,0.8033,1738
112,2DJX,C,12 20 2024,00287 310,106.0575,1334
113,2DJX,P,12 20 2024,00287 310,0.8364,1334
114,2DJX,C,12 20 2024,00288 670,104.7411,678
115,2DJX,P,12 20 2024,00288 670,0.8431,678
116,2DJX,C,12 20 2024,00291 000,102.4880,1322
117,2DJX,P,12 20 2024,00291 000,0.8567,1322
118,2DJX,P,12 20 2024,00301 000,1.0133,950
119,2DJX,C,12 20 2024,00309 840,84.5079,3408
120,2DJX,P,12 20 2024,00309 840,1.2050,3408
121,2DJX,C,12 20 2024,00326 810,68.5187,3080
122,2DJX,P,12 20 2024,00326 810,1.7250,3080
123,2DJX,P,12 20 2024,00330 010,1.8555,900
124,2DJX,C,12 20 2024,00330 670,64.9246,885
125,2DJX,P,12 20 2024,00330 670,1.8861,885
126,2DJX,C,12 20 2024,00333 870,61.9666,729
127,2DJX,P,12 20 2024,00333 870,2.0412,729
128,2DJX,C,12 20 2024,00336 280,59.7441,868
129,2DJX,P,12 20 2024,00336 280,2.1632,868
130,2DJX,C,12 20 2024,00336 400,59.6335,2032
131,2DJX,P,12 20 2024,00336 400,2.1694,2032
132,2DJX,C,12 20 2024,00338 520,57.6825,1010
133,2DJX,P,12 20 2024,00338 520,2.2808,1010
134,2DJX,C,12 20 2024,00338 660,57.5537,575
135,2DJX,P,12 20 2024,00338 660,2.2882,575
136,2DJX,C,12 20 2024,00341 460,54.9769,2306
137,2DJX,P,12 20 2024,00341 460,2.4353,2306
138,2DJX,C,12 20 2024,00344 660,52.0320,733
139,2DJX,P,12 20 2024,00344 660,2.6035,733
140,2DJX,C,12 20 2024,00345 610,51.1577,1064
141,2DJX,P,12 20 2024,00345 610,2.6535,1064
142,2DJX,C,12 20 2024,00346 520,50.3202,1499
143,2DJX,P,12 20 2024,00346 520,2.7013,1499
